order_id,customer_id,order_date,category,quantity,unit_price,discount_pct,city,payment_method,channel,customer_email
9841,3569,2024-02-01 21:41:42,Cosmetique,3,1414.75,0,Tanger,CARTE,web,client3569@mail.com
9842,4847,2024-08-18,TEXTILE,1,1650.72,10,Tanger,carte,boutique,client4847@mail.com
9843,3511,2024-09-24,Alimentaire,2,1341.06,,,Carte ,Web,client3511@mail.com
9844,2892,2024-04-01 13:58:40,electronique,2,89.26,5,,CARTE,web,client2892@mail.com
9845,5682,2025-05-21,,3,2072.83,5,fes ,,mobile,client5682@mail.com
9846,3269,24/06/2025,Electronique,1,181.18,,Fes,carte,mobile,client3269@mail.com
9847,1338,2024-03-23,Cosmetique,1,1996.7,5,Marrakech,carte,mobile,client1338@mail.com
9848,4801,02/11/2024,TEXTILE,1,2457.51,0,Marrakech,especes,mobile,client4801@mail.com
9849,1226,2025-03-23,Electronique,2,1438.29,15,fes ,CARTE,mobile,client1226@mail.com
9850,3410,2024-08-16 03:54:54,Alimentaire,1,2262.51,0,fes ,CARTE,boutique,client3410@mail.com
9851,5602,25/03/2024,TEXTILE,1,,5,Casablanca,CARTE,,client5602@mail.com
35,1765,2024-08-28 11:18:07,Textile,2,385.44,,Agadir,CARTE,Web,client1765@mail.com
9853,1981,2024-05-10 17:41:20,Textile,1,1243.2,20,rabat,,mobile,client1981@mail.com
9854,3411,2024-02-13 16:03:16,Cosmetique,1,939.11,0,fes ,virement,Web,client3411@mail.com
7319,2841,2024-07-26 05:05:08,Textile,2,904.78,5,Fes,carte,,client2841@mail.com
9856,2224,09/06/2024,electronique,1,1391.64,,Rabat,Carte ,web,client2224@mail.com
9857,4848,2024-10-04 16:34:33,Alimentaire,-1,1436.68,0,Casablanca,CARTE,mobile,client4848@mail.com
9858,5911,2024-06-07,Cosmetique,2,994.69,0,  Rabat  ,,Web,client5911@mail.com
9859,5864,2024-01-13,Maison,1,1831.61,20,Casablanca,virement,boutique,client5864@mail.com
9860,1108,2024-06-13 09:30:33,Textile,1,686.04,15,fes ,CARTE,boutique,client1108@mail.com
9861,3473,2025-01-08 13:07:13,TEXTILE,2,2130.69,,  Rabat  ,Carte ,mobile,client3473@mail.com
9862,3257,2024-02-22 10:19:54,Electronique,2,1528.36,5,  Rabat  ,CARTE,Web,client3257@mail.com
9863,4637,07/05/2024,electronique,2,2105.9,5,fes ,Carte ,,client4637@mail.com
9864,1440,2025-02-24 02:38:49,Cosmetique,3,192.21,0,Casablanca,virement,,client1440@mail.com
8586,1686,2024-06-03 02:36:22,Cosmetique,-1,273.66,0,Agadir,especes,mobile,client1686@mail.com
9866,4981,2025-06-12,Cosmetique,1,409.06,0,Agadir,,mobile,client4981@mail.com
9867,4256,2024-07-24 09:40:06,Maison,1,2095.2,20,Casablanca,especes,Web,client4256@mail.com
9868,2136,2024-11-21,TEXTILE,1,1542.25,0,Rabat,especes,boutique,client2136@mail.com
9869,4817,21/02/2025,Maison,1,1635.64,,,especes,Web,client4817@mail.com
9870,5074,2024-05-01,Alimentaire,-1,76.35,10,CASABLANCA,virement,web,client5074@mail.com
9871,1581,22/08/2024,TEXTILE,2,1858.52,0,rabat,Carte ,mobile,client1581@mail.com
9872,4535,2025-05-08,electronique,-1,1074.13,,Rabat,carte,web,client4535@mail.com
9873,1752,2024-09-27,Alimentaire,3,429.16,0,,virement,boutique,client1752@mail.com
9874,1605,12/11/2024,Textile,1,2109.09,0,fes ,Carte ,Web,client1605@mail.com
9875,4598,08/08/2024,,1,2033.4,0,,especes,mobile,client4598@mail.com
9876,4059,2024-06-18,Cosmetique,2,624.89,0,casablanca,carte,Web,client4059@mail.com
9877,5613,2024-09-01 23:48:30,,-1,2251.83,0,,virement,boutique,client5613@mail.com
9878,1420,2024-03-06,Maison,1,974.67,15,casablanca,,,client1420@mail.com
9879,1155,14/06/2024,Alimentaire,3,283.07,10,rabat,,,client1155@mail.com
9880,1089,2025-05-22,Maison,1,395.39,0,Rabat,virement,Web,client1089@mail.com
9881,1308,2025-04-29 10:23:06,TEXTILE,1,1492.34,15,fes ,carte,boutique,client1308@mail.com
9882,4245,12/05/2024,,1,1968.65,0,fes ,virement,boutique,client4245@mail.com
9883,5341,2024-03-05 22:57:06,Cosmetique,1,991.99,,Marrakech,CARTE,mobile,client5341@mail.com
9884,4610,2025-02-06,,2,2108.94,0,  Rabat  ,carte,mobile,client4610@mail.com
9885,4299,2024-03-21,Textile,-1,1883.64,0,,CARTE,boutique,client4299@mail.com
9886,5324,03/04/2024,Cosmetique,2,1231.68,10,fes ,especes,mobile,client5324@mail.com
9887,2795,2024-03-15 13:19:44,Maison,2,,10,Agadir,,web,client2795@mail.com
9888,3213,28/09/2024,Alimentaire,-1,1629.82,,fes ,especes,mobile,
9889,4768,2024-01-01,,2,771.08,0,Casablanca,CARTE,,client4768@mail.com
9890,5473,19/03/2024,TEXTILE,3,698.61,0,Rabat,virement,mobile,client5473@mail.com
9891,3648,2024-04-12,Alimentaire,-1,372.76,10,Rabat,CARTE,web,client3648@mail.com
9892,2663,17/02/2025,Alimentaire,2,846.59,0,fes ,carte,Web,
9893,1191,2025-05-26,,4,1840.73,0,CASABLANCA,CARTE,mobile,client1191@mail.com
9894,1293,2024-01-29,Electronique,1,145.86,15,Fes,virement,web,client1293@mail.com
9895,1201,2025-02-24,Cosmetique,3,1869.41,,,CARTE,boutique,client1201@mail.com
9896,5713,2024-12-06 20:57:08,Cosmetique,2,1305.09,5,  Rabat  ,especes,boutique,client5713@mail.com
9897,4851,05/08/2024,electronique,1,1674.46,20,Tanger,Carte ,Web,client4851@mail.com
9898,4861,2025-04-15 22:01:16,Textile,1,373.53,0,Marrakech,especes,,client4861@mail.com
9899,1837,2024-02-22 16:10:44,TEXTILE,2,45.32,0,Fes,carte,,client1837@mail.com
9900,5242,2024-05-21,TEXTILE,3,2322.42,,Agadir,,mobile,client5242@mail.com
9901,4935,2024-03-29 06:00:37,Maison,2,141.34,5,Rabat,Carte ,,
9902,5081,06/01/2025,Electronique,2,179.24,0,Rabat,virement,Web,client5081@mail.com
9903,5492,24/01/2025,electronique,4,1677.19,5,CASABLANCA,virement,web,client5492@mail.com
9904,2072,2025-06-08 07:26:56,Alimentaire,2,2469.67,0,Fes,virement,boutique,client2072@mail.com
9905,2287,12/05/2025,,1,237.36,5,Casablanca,CARTE,,client2287@mail.com
9906,5665,2024-11-17 06:13:23,Alimentaire,3,2271.35,0,,,boutique,client5665@mail.com
9907,2158,24/06/2025,TEXTILE,2,105.97,10,casablanca,Carte ,,client2158@mail.com
9908,1169,2025-02-05,Electronique,1,2247.0,10,CASABLANCA,especes,,client1169@mail.com
9909,4767,2025-04-30 01:56:21,electronique,1,,20,fes ,virement,,client4767@mail.com
9910,2526,2025-02-09,TEXTILE,1,,5,Agadir,carte,Web,client2526@mail.com
9911,3318,2025-04-04 08:37:29,electronique,1,253.8,5,,especes,boutique,client3318@mail.com
9912,5165,2025-03-06 05:12:45,Electronique,4,2133.66,,Marrakech,especes,Web,client5165@mail.com
9913,5228,17/11/2024,Alimentaire,1,1447.64,,Rabat,especes,boutique,client5228@mail.com
9914,4314,2024-07-17,Maison,4,1482.61,5,Agadir,virement,web,client4314@mail.com
9915,2342,2025-04-16 21:11:03,Alimentaire,1,1885.52,15,Casablanca,especes,Web,client2342@mail.com
9916,4907,26/04/2025,electronique,2,829.72,5,Agadir,virement,,client4907@mail.com
9917,2215,2024-02-27 14:56:08,electronique,1,1193.85,0,,CARTE,,client2215@mail.com
9918,2954,2024-04-29,Alimentaire,2,932.73,15,casablanca,especes,web,
9919,1887,2025-06-10 03:13:40,Alimentaire,1,520.79,0,fes ,especes,mobile,client1887@mail.com
9920,2657,2024-08-10 10:48:46,Cosmetique,1,497.32,20,CASABLANCA,CARTE,mobile,client2657@mail.com
9921,5159,2024-02-22 23:16:42,Textile,1,364.19,10,,CARTE,boutique,client5159@mail.com
9922,1706,2025-01-29,Cosmetique,1,1127.63,15,Fes,especes,,client1706@mail.com
9923,3979,2024-10-13,Electronique,2,1751.59,0,Marrakech,Carte ,,client3979@mail.com
9924,1471,2024-02-23,Textile,1,,0,Casablanca,carte,web,client1471@mail.com
9925,3334,2024-12-10,Alimentaire,1,649.77,0,Marrakech,especes,mobile,client3334@mail.com
9926,3921,2025-01-24,Maison,1,2443.03,,Marrakech,virement,Web,client3921@mail.com
9927,2824,2025-05-24 01:47:19,Textile,1,84.99,0,casablanca,,web,client2824@mail.com
9928,1233,2024-11-08,,1,2165.3,20,Rabat,,boutique,client1233@mail.com
9929,5853,2024-03-29 11:27:41,TEXTILE,2,2276.95,5,  Rabat  ,CARTE,boutique,client5853@mail.com
9930,2907,04/11/2024,Electronique,2,2031.09,0,fes ,virement,mobile,client2907@mail.com
9931,4811,2024-08-15,electronique,-1,1263.33,0,Tanger,CARTE,mobile,client4811@mail.com
9932,1739,2024-05-06,Maison,2,1083.58,,Agadir,Carte ,Web,client1739@mail.com
9933,4014,2025-02-04,Cosmetique,1,1313.59,0,casablanca,CARTE,mobile,client4014@mail.com
9934,5591,2024-03-16 13:48:29,Electronique,3,102.82,5,Casablanca,,,client5591@mail.com
9935,2853,08/08/2024,,1,1750.71,15,casablanca,Carte ,boutique,client2853@mail.com
9936,2049,2024-02-26 06:31:52,electronique,4,1469.67,10,Marrakech,CARTE,boutique,client2049@mail.com
9937,4602,2024-05-13,electronique,4,1843.9,0,  Rabat  ,virement,boutique,client4602@mail.com
9938,5694,2025-05-17 01:37:30,Cosmetique,1,1406.92,15,Marrakech,,Web,client5694@mail.com
9939,2100,2025-04-10 14:22:35,Alimentaire,2,592.48,15,Casablanca,especes,boutique,client2100@mail.com
9940,5519,2024-01-12,Maison,1,236.11,,,Carte ,Web,client5519@mail.com
9941,3614,2024-08-15 10:33:29,Electronique,1,616.12,20,  Rabat  ,CARTE,Web,client3614@mail.com
9942,5926,06/05/2025,electronique,3,1742.23,5,Fes,virement,Web,client5926@mail.com
9943,3087,2024-06-06 10:36:36,Textile,1,1419.69,15,Agadir,especes,mobile,client3087@mail.com
9944,5884,11/10/2024,Maison,1,2213.75,0,casablanca,carte,boutique,client5884@mail.com
5733,3334,2025-01-20 09:20:28,,-1,1511.76,,Rabat,carte,,client3334@mail.com
9946,4983,23/08/2024,Cosmetique,1,44.12,0,  Rabat  ,Carte ,Web,client4983@mail.com
9947,3774,2024-10-29,Alimentaire,3,372.51,0,,carte,mobile,client3774@mail.com
9948,1145,2024-11-06 00:34:39,TEXTILE,2,1459.94,20,,carte,Web,client1145@mail.com
9949,1253,31/03/2024,Cosmetique,4,893.85,0,  Rabat  ,Carte ,Web,client1253@mail.com
9950,2754,2025-05-08 13:32:17,Alimentaire,1,1111.98,0,Tanger,especes,,client2754@mail.com
9951,1987,23/12/2024,Cosmetique,1,575.25,0,fes ,CARTE,,client1987@mail.com
9952,4186,2024-06-02 18:00:34,Alimentaire,4,1908.31,5,  Rabat  ,especes,web,client4186@mail.com
9953,1071,2025-04-01,TEXTILE,2,1284.42,0,Marrakech,especes,Web,client1071@mail.com
9954,2573,2024-07-05 21:39:50,,-1,305.89,15,CASABLANCA,carte,Web,client2573@mail.com
9955,3459,26/04/2025,TEXTILE,3,575.64,5,CASABLANCA,CARTE,web,client3459@mail.com
9956,4309,18/02/2025,TEXTILE,-1,1954.8,0,rabat,Carte ,boutique,client4309@mail.com
9957,5717,27/05/2025,,4,1038.04,5,Tanger,especes,web,client5717@mail.com
9958,3883,15/08/2024,Maison,4,1503.37,0,Marrakech,carte,Web,client3883@mail.com
9959,1643,2025-06-17,TEXTILE,1,1589.32,10,fes ,carte,Web,
9960,5493,22/07/2024,Cosmetique,2,2084.58,,Agadir,CARTE,Web,client5493@mail.com
9961,5402,2025-01-15,,1,327.95,20,,,,client5402@mail.com
9962,5024,2024-03-04 15:29:02,Maison,1,1098.54,,  Rabat  ,CARTE,mobile,client5024@mail.com
9963,3050,2025-04-30,Electronique,1,1083.69,0,fes ,Carte ,,client3050@mail.com
9964,2410,2024-09-05,Electronique,2,1672.14,,,carte,boutique,client2410@mail.com
9965,2517,25/02/2025,Maison,2,1770.16,0,rabat,virement,mobile,client2517@mail.com
9966,3139,2025-01-09 01:37:51,Cosmetique,1,363.85,0,rabat,CARTE,Web,client3139@mail.com
9967,1061,28/10/2024,,2,2331.44,,,Carte ,mobile,client1061@mail.com
9968,4067,12/05/2025,Electronique,1,1535.77,0,Tanger,Carte ,mobile,client4067@mail.com
9969,5137,2024-09-29,Maison,2,712.29,0,CASABLANCA,carte,boutique,client5137@mail.com
9970,3669,2024-09-24 23:03:00,Alimentaire,3,830.64,10,Marrakech,carte,mobile,client3669@mail.com
9971,3039,2024-09-16,Electronique,2,1086.66,0,casablanca,carte,,client3039@mail.com
9972,2962,2025-06-12,TEXTILE,1,761.45,0,Rabat,Carte ,boutique,client2962@mail.com
9973,2996,2024-02-02,Maison,-1,1928.09,0,casablanca,virement,web,client2996@mail.com
9974,1808,29/04/2025,Electronique,4,2232.26,5,fes ,,,client1808@mail.com
9975,2709,2024-03-11 00:24:07,,4,2242.33,5,,,,client2709@mail.com
9976,4950,11/06/2025,TEXTILE,3,1267.24,5,  Rabat  ,,web,client4950@mail.com
9977,2684,2024-11-06 05:44:41,Electronique,1,929.87,10,Tanger,carte,Web,client2684@mail.com
9978,5045,2025-01-26,Electronique,-1,77.73,5,Casablanca,especes,,client5045@mail.com
9979,1882,2024-11-13 11:45:04,Maison,2,1268.22,0,Agadir,,,client1882@mail.com
9980,2030,04/05/2025,,2,646.27,20,Agadir,Carte ,web,client2030@mail.com
9981,3553,2024-06-27 15:29:03,Maison,-1,1884.99,5,fes ,carte,Web,client3553@mail.com
9982,3794,04/10/2024,Cosmetique,1,2234.34,,rabat,carte,web,client3794@mail.com
9983,4910,2024-02-11 19:24:50,Electronique,3,55.98,0,CASABLANCA,,web,client4910@mail.com
9984,5047,2024-07-16,Electronique,1,871.11,0,fes ,,mobile,client5047@mail.com
9985,4174,25/04/2025,Textile,4,919.33,15,  Rabat  ,Carte ,,client4174@mail.com
9986,1864,2025-02-25,,2,130.86,5,,CARTE,Web,client1864@mail.com
9987,4069,2025-02-18 00:04:39,,2,1070.29,0,casablanca,carte,Web,client4069@mail.com
9988,1074,21/06/2024,Electronique,2,2232.72,20,casablanca,,mobile,client1074@mail.com
9989,4788,19/04/2024,electronique,3,1317.51,0,casablanca,carte,mobile,client4788@mail.com
9990,5174,2024-11-09,Electronique,2,1813.06,0,casablanca,carte,boutique,client5174@mail.com
9991,1895,21/04/2024,electronique,3,2241.4,20,Fes,,,client1895@mail.com
9992,5789,2024-12-26,,3,2221.36,0,Agadir,especes,web,client5789@mail.com
9993,2278,2024-06-22 16:11:28,Electronique,2,378.59,0,Tanger,virement,,client2278@mail.com
1616,4741,2025-04-15 22:29:33,Textile,4,42.09,15,rabat,,Web,client4741@mail.com
9995,3071,2024-08-07 15:54:48,Cosmetique,1,376.52,20,fes ,especes,web,client3071@mail.com
9996,2941,2024-12-20 22:38:24,Alimentaire,-1,430.48,15,Agadir,virement,boutique,client2941@mail.com
9997,5671,2025-02-22,Alimentaire,4,1670.49,0,CASABLANCA,CARTE,mobile,client5671@mail.com
9998,2074,2025-05-24 20:32:17,Cosmetique,3,2119.31,5,rabat,carte,,
9999,2668,17/06/2025,,2,,15,CASABLANCA,carte,,client2668@mail.com
10000,5361,11/03/2025,Alimentaire,2,600.27,,Tanger,CARTE,mobile,client5361@mail.com
10001,1751,2025-05-25 22:33:13,Electronique,2,168.29,,,CARTE,mobile,client1751@mail.com
10002,2145,15/06/2024,Electronique,2,597.61,10,,carte,,client2145@mail.com
10003,5036,2024-02-27 08:29:59,Alimentaire,1,1030.02,0,casablanca,CARTE,boutique,
10004,3075,2025-04-01 23:45:29,Cosmetique,3,1343.03,,Marrakech,virement,Web,client3075@mail.com
10005,4798,2025-04-19 10:19:57,Textile,1,764.96,10,fes ,virement,mobile,client4798@mail.com
10006,3743,15/01/2025,electronique,1,622.99,20,Agadir,,,client3743@mail.com
10007,1025,2024-02-01 21:47:03,Electronique,1,245.37,,Marrakech,especes,boutique,client1025@mail.com
2955,1821,2025-03-12,electronique,4,1642.53,0,  Rabat  ,carte,,client1821@mail.com
10009,2096,2024-10-14 23:59:04,electronique,1,312.93,,Marrakech,CARTE,mobile,client2096@mail.com
10010,3023,2024-11-01 18:47:49,Maison,-1,2222.08,10,Fes,carte,mobile,client3023@mail.com
10011,2541,2024-11-24,TEXTILE,4,309.23,,rabat,Carte ,mobile,client2541@mail.com
10012,2530,21/10/2024,,2,2261.26,10,,,boutique,client2530@mail.com
10013,4360,2024-10-29 03:35:01,Alimentaire,2,1105.13,15,,,mobile,client4360@mail.com
10014,4464,2024-12-20,Alimentaire,2,2157.91,10,Tanger,carte,,client4464@mail.com
10015,5022,2024-12-06 19:15:21,Textile,3,321.01,5,rabat,CARTE,mobile,client5022@mail.com
10016,1166,2024-03-23,Electronique,2,2360.14,15,  Rabat  ,virement,mobile,client1166@mail.com
10017,4491,25/02/2025,TEXTILE,1,1216.46,10,fes ,Carte ,Web,client4491@mail.com
10018,2269,04/05/2025,Maison,2,441.73,15,fes ,virement,web,client2269@mail.com
10019,1467,07/08/2024,,2,1278.61,0,Fes,carte,mobile,client1467@mail.com
10020,2563,03/01/2025,Textile,2,247.54,,,carte,web,client2563@mail.com
10021,3616,2024-04-22,Cosmetique,4,593.33,10,Tanger,Carte ,Web,client3616@mail.com
10022,1092,2024-12-16,TEXTILE,-1,1283.76,0,Agadir,virement,,client1092@mail.com
10023,1715,23/08/2024,TEXTILE,4,472.62,,Marrakech,virement,,client1715@mail.com
10024,4159,2024-02-09 22:54:05,electronique,-1,823.54,0,Casablanca,Carte ,,client4159@mail.com
10025,2762,16/01/2025,Maison,4,2498.24,0,  Rabat  ,CARTE,,client2762@mail.com
10026,2891,2025-03-10,electronique,2,729.4,5,Marrakech,,,client2891@mail.com
10027,1977,13/05/2024,Textile,1,2128.47,15,fes ,especes,mobile,client1977@mail.com
10028,3175,2024-07-11 06:27:00,,1,1083.46,0,Agadir,virement,,client3175@mail.com
10029,3034,2025-06-05 06:13:14,Textile,1,1617.3,5,Tanger,carte,,client3034@mail.com
10030,5458,2024-02-04,Electronique,2,2269.49,10,Agadir,CARTE,Web,client5458@mail.com
10031,2565,16/07/2024,Electronique,4,195.18,0,Marrakech,,mobile,client2565@mail.com
10032,1989,2024-10-15,electronique,1,1763.36,5,  Rabat  ,CARTE,Web,client1989@mail.com
10033,5587,29/03/2025,TEXTILE,3,1296.46,0,Rabat,CARTE,mobile,client5587@mail.com
10034,2239,2024-03-04,Maison,1,1363.81,0,CASABLANCA,especes,web,client2239@mail.com
10035,3736,2025-01-03 02:25:38,Electronique,4,2162.1,0,  Rabat  ,,boutique,client3736@mail.com
10036,1396,08/11/2024,TEXTILE,2,1640.28,5,rabat,,boutique,client1396@mail.com
10037,2770,2024-04-05 06:13:37,TEXTILE,1,,0,Casablanca,virement,boutique,client2770@mail.com
10038,4202,14/05/2024,Maison,4,944.82,,fes ,CARTE,boutique,client4202@mail.com
10039,4907,2024-09-01 12:36:57,electronique,1,850.19,0,Rabat,carte,mobile,client4907@mail.com
10040,3939,2024-12-05,Cosmetique,4,2262.42,0,Fes,especes,mobile,client3939@mail.com
10041,1146,2024-08-01,electronique,1,1436.4,0,Tanger,virement,Web,client1146@mail.com
10042,1636,2024-01-04,Maison,4,2148.59,0,Marrakech,,mobile,client1636@mail.com
10043,4959,2024-10-16,,4,1321.56,15,CASABLANCA,virement,web,client4959@mail.com
10044,3884,20/06/2024,,1,1711.13,0,Agadir,virement,web,client3884@mail.com
10045,4714,2024-05-24 20:15:33,,4,1722.04,,,virement,mobile,client4714@mail.com
10046,1087,2024-08-24,Cosmetique,-1,558.81,5,Tanger,Carte ,Web,client1087@mail.com
5918,3200,2024-07-23,electronique,3,587.46,5,casablanca,Carte ,mobile,client3200@mail.com
10048,1977,2024-03-08 18:17:25,electronique,1,2340.71,0,Casablanca,CARTE,mobile,client1977@mail.com
10049,1604,2025-03-30,TEXTILE,2,1051.95,0,casablanca,CARTE,web,client1604@mail.com
10050,5539,2024-08-04 12:57:42,Electronique,2,709.48,0,Casablanca,carte,mobile,client5539@mail.com
10051,1190,06/01/2025,,2,2481.09,,,virement,mobile,client1190@mail.com
10052,4846,13/06/2024,TEXTILE,2,53.03,15,,Carte ,web,client4846@mail.com
10053,5371,2025-04-03,Maison,-1,1967.61,0,Rabat,carte,web,client5371@mail.com
10054,2137,2024-10-29,Electronique,1,411.86,,Marrakech,virement,,client2137@mail.com
10055,1557,2025-01-07,Cosmetique,-1,1541.31,10,rabat,especes,mobile,client1557@mail.com
10056,5001,01/06/2024,TEXTILE,1,667.62,20,Rabat,carte,web,client5001@mail.com
10057,3855,2024-09-20,Maison,1,1252.29,0,Casablanca,,Web,client3855@mail.com
10058,4952,2024-02-11 11:45:59,Alimentaire,3,1896.18,0,Marrakech,virement,web,client4952@mail.com
10059,4263,2025-01-15 00:22:54,TEXTILE,2,1863.97,0,Casablanca,virement,mobile,client4263@mail.com
10060,2724,05/02/2024,electronique,1,1270.35,0,Marrakech,,web,client2724@mail.com
10061,5988,06/12/2024,Alimentaire,3,1446.93,10,Marrakech,CARTE,web,client5988@mail.com
10062,1215,2024-11-17 19:54:52,Cosmetique,1,2130.85,0,fes ,especes,web,client1215@mail.com
10063,4496,2024-01-06 22:12:32,Electronique,1,996.57,15,  Rabat  ,Carte ,web,client4496@mail.com
4672,1710,2024-03-11 11:30:09,Cosmetique,2,571.95,10,rabat,virement,Web,client1710@mail.com
10065,3756,2024-11-05,Electronique,2,2321.47,15,Casablanca,,Web,client3756@mail.com
10066,3927,08/01/2024,Alimentaire,1,1790.15,20,rabat,virement,mobile,client3927@mail.com
10067,3757,01/02/2025,,1,1510.24,0,casablanca,especes,web,client3757@mail.com
10068,2516,2024-07-30 16:03:36,Alimentaire,3,1534.16,0,  Rabat  ,CARTE,Web,client2516@mail.com
10069,4315,2025-02-21,Electronique,2,1626.02,,Casablanca,Carte ,mobile,client4315@mail.com
10070,4575,23/05/2025,electronique,1,2439.1,20,CASABLANCA,CARTE,Web,client4575@mail.com
10071,4428,2025-01-09 23:29:13,Electronique,1,2076.16,,Marrakech,carte,mobile,client4428@mail.com
10072,5481,2024-04-06 22:33:58,,3,2044.09,,Marrakech,carte,mobile,client5481@mail.com
10073,3494,17/03/2025,electronique,4,57.77,5,Rabat,carte,Web,client3494@mail.com
10074,4790,21/02/2025,electronique,1,2418.02,15,Tanger,,,client4790@mail.com
10075,1230,15/01/2024,Alimentaire,1,1484.8,,Tanger,CARTE,mobile,client1230@mail.com
10076,4004,2025-04-30 17:30:56,Alimentaire,1,,10,Fes,,,client4004@mail.com
10077,3038,09/04/2025,Electronique,1,169.25,20,Agadir,virement,Web,
10078,2595,15/12/2024,electronique,-1,1228.79,0,Casablanca,carte,mobile,client2595@mail.com
10079,1419,2025-02-16 22:41:43,Maison,-1,1404.31,0,Fes,CARTE,boutique,client1419@mail.com
10080,2914,2024-08-01 23:44:42,TEXTILE,4,1623.53,0,Marrakech,carte,,client2914@mail.com
10081,4377,19/03/2025,Alimentaire,3,1778.43,0,Agadir,,web,client4377@mail.com
10082,3620,2025-02-08,Maison,1,2357.84,10,  Rabat  ,CARTE,mobile,client3620@mail.com
10083,4322,2025-03-17,Alimentaire,2,929.36,10,Rabat,Carte ,web,client4322@mail.com
10084,3423,2025-01-28 17:30:20,Alimentaire,2,2438.59,20,fes ,,,client3423@mail.com
10085,4941,2025-01-31,Cosmetique,2,80.03,15,Tanger,Carte ,,client4941@mail.com
10086,5888,27/07/2024,electronique,2,313.08,10,CASABLANCA,carte,Web,client5888@mail.com
10087,5955,2024-07-29,Maison,4,1606.84,,casablanca,virement,,client5955@mail.com
10088,1644,2024-10-04 21:59:08,TEXTILE,2,1234.17,5,Casablanca,,web,client1644@mail.com
10089,5640,2024-07-01,Electronique,-1,1504.33,,,carte,,client5640@mail.com
10090,2367,2025-02-11,electronique,2,49.28,0,,Carte ,mobile,client2367@mail.com
10091,5685,2024-09-13,,2,580.72,20,Fes,especes,web,client5685@mail.com
10092,3175,2025-04-28,Electronique,-1,818.98,5,Agadir,especes,Web,client3175@mail.com
10093,3298,23/03/2024,Textile,1,295.76,,Marrakech,especes,web,client3298@mail.com
10094,3261,2024-07-15,Electronique,2,,10,Tanger,carte,mobile,client3261@mail.com
10095,4058,30/06/2024,,-1,821.09,0,Rabat,especes,,client4058@mail.com
10096,5044,2025-05-11 15:06:59,Maison,1,161.53,0,,,Web,client5044@mail.com
10097,3141,05/10/2024,Electronique,4,1740.81,,casablanca,,Web,client3141@mail.com
10098,2441,2024-11-06 10:21:05,Textile,3,2418.7,15,Fes,CARTE,,client2441@mail.com
10099,5150,2025-05-31,Cosmetique,1,149.07,15,Rabat,Carte ,web,client5150@mail.com
10100,2019,2024-03-15 02:16:51,,1,526.75,0,Marrakech,virement,web,client2019@mail.com
10101,5206,2024-02-20 02:39:29,Textile,1,849.55,0,casablanca,carte,web,client5206@mail.com
10102,5281,2024-09-14 14:01:42,electronique,4,536.88,0,rabat,,Web,client5281@mail.com
10103,4849,2025-01-26,Maison,1,1113.44,15,rabat,carte,web,client4849@mail.com
10104,1713,03/04/2024,Textile,2,243.8,,Fes,Carte ,Web,client1713@mail.com
10105,2440,2025-01-24,TEXTILE,3,1031.0,0,Agadir,virement,mobile,client2440@mail.com
10106,2324,20/08/2024,Textile,3,2273.3,0,Marrakech,carte,Web,client2324@mail.com
10107,5876,2024-03-31,TEXTILE,1,62.44,0,casablanca,CARTE,mobile,client5876@mail.com
10108,3613,2024-01-27,Alimentaire,2,1062.68,5,Marrakech,,mobile,client3613@mail.com
10109,2780,2024-08-12,electronique,-1,489.49,10,CASABLANCA,,web,
10110,3236,2025-05-07,Electronique,4,454.94,5,fes ,Carte ,boutique,client3236@mail.com
10111,2991,10/05/2024,,2,357.36,5,  Rabat  ,Carte ,mobile,client2991@mail.com
10112,4663,2024-12-11 14:02:31,Maison,1,376.47,5,Agadir,CARTE,web,client4663@mail.com
10113,5385,2025-03-17,Electronique,3,276.66,10,casablanca,Carte ,,client5385@mail.com
10114,5347,29/03/2024,,-1,112.07,,Agadir,,boutique,client5347@mail.com
10115,5630,26/10/2024,Textile,1,1156.08,15,Tanger,carte,,client5630@mail.com
10116,3931,27/03/2024,Electronique,1,1523.88,5,fes ,carte,Web,client3931@mail.com
10117,3911,2024-08-17 09:24:07,Electronique,2,877.02,,Marrakech,CARTE,,client3911@mail.com
10118,5560,2024-11-10 18:44:30,,2,1735.74,,CASABLANCA,virement,mobile,client5560@mail.com
10119,5891,06/07/2024,electronique,2,649.01,0,Fes,carte,,client5891@mail.com
10120,4554,2024-06-20 07:53:53,Alimentaire,-1,977.65,0,rabat,CARTE,,client4554@mail.com
10121,3648,2024-04-19,Textile,3,1640.9,0,fes ,virement,boutique,client3648@mail.com
10122,2082,2024-01-06,Cosmetique,1,1366.4,0,Fes,,Web,client2082@mail.com
10123,3110,2025-05-23,Textile,3,198.89,10,Casablanca,carte,boutique,client3110@mail.com
10124,3482,2024-08-22 09:42:58,,3,,15,CASABLANCA,,,client3482@mail.com
10125,3026,2024-09-03,Textile,-1,620.12,0,Casablanca,,Web,client3026@mail.com
10126,1873,2024-09-24,TEXTILE,2,1934.5,20,rabat,CARTE,mobile,client1873@mail.com
10127,2122,27/02/2025,electronique,1,1077.44,5,Casablanca,CARTE,boutique,client2122@mail.com
10128,4518,2025-03-28 03:35:13,Alimentaire,-1,902.21,0,fes ,especes,web,client4518@mail.com
10129,1747,2025-04-16,Maison,3,1044.05,0,fes ,CARTE,Web,client1747@mail.com
